Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
118,a5-(NH3)(1+),481.02,691.21,y5(1+),1837.0318470803538,320.54378299208435,0.333
,b5-(CH2S)(1+),481.02,691.21,y5(1+),1837.0318470803538,320.54378299208435,0.781
119,,213.48,581.55,,1981.172450678587,319.62109270479107,
120,y4-2(H2O)(2+),271.77,585.05,bi(2-7)-(NH3)(1+),3924.944133792784,319.1894858788117,0.745
121,,399.07,584.85,,5556.439349383062,319.06405862107914,
122,,378.53,966.4,,2130.447702006418,318.15094335982127,
123,a4-(CH3CH2SCH3)(1+),323.15,423.88,y7-(HN=C=NH)(2+),2903.2867255394835,318.1441107299989,0.41
,a4-(CH2S)-(HCOH)(1+),323.15,423.88,y7-(HN=C=NH)(2+),2903.2867255394835,318.1441107299989,0.413
,y5-(NH3)-(HCOH)(2+),323.15,423.88,bi(2-6)-2(NH3)-(HCOH)(1+),2903.2867255394835,318.1441107299989,0.53
,y5-(NH3)-(HCOH)(2+),323.15,423.88,ai(2-6)-2(H2O)(1+),2903.2867255394835,318.1441107299989,0.554
,a4-(CH3CH2SCH3)(1+),323.15,423.88,ai(5-8)-(NH3)(1+),2903.2867255394835,318.1441107299989,0.58
,a4-(CH2S)-(HCOH)(1+),323.15,423.88,ai(5-8)-(NH3)(1+),2903.2867255394835,318.1441107299989,0.582
124,,584.96,985.74,,2291.688169405217,318.1226616264453,
125,a5-(CH3SH)-(HCOH)(1+),420.31,542.91,y4-2(H2O)(1+),1936.2553425208846,318.0117621383455,0.552
,b5-(CH3CH2SCH3)-(HCOH)(1+),420.31,542.91,y4-2(H2O)(1+),1936.2553425208846,318.0117621383455,0.557
126,,503.12,580.78,,3929.8778637495307,317.87993574399593,
127,,129.03,626.27,,1343.9515815770696,317.3821658373166,
128,,378.17,502.71,,7811.038649028519,317.2960121729151,
129,,487.39,525.98,,4605.473277787643,315.6893352749812,
130,,625.14,1013.51,,2334.478996605419,315.5185024701185,
131,,417.34,531.26,,1657.5306270315252,315.29265999793836,
132,,427.43,473.15,,4564.7520912785385,314.47877726756764,
133,,417.62,675.22,,2405.944455022802,314.3358844939603,
134,b5-(NH3)(1+),508.86,691.88,y5(1+),6054.629016423688,314.29817267086673,0.566
,b5-(H2O)(1+),508.86,691.88,y5(1+),6054.629016423688,314.29817267086673,0.732
135,,585.06,757.13,,3498.048485825572,314.20618458718246,
136,,589.48,608.97,,2786.786783282328,314.1845540344005,
137,,213.37,589.45,,4221.45294586461,313.62939938503524,
