,m/z A,m/z B,Ranking,comp_1_m/z A,comp_4_m/z B,1*m/z A + 4*m/z B,comp_2_m/z A,comp_3_m/z B,2*m/z A + 3*m/z B,comp_3_m/z A,comp_2_m/z B,3*m/z A + 2*m/z B,comp_4_m/z A,comp_1_m/z B,4*m/z A + 1*m/z B,1*m/z A + 3*m/z B,2*m/z A + 2*m/z B,3*m/z A + 1*m/z B
754023,631.41191116,1030.28986259,560,631.41191116,4121.15945036,4752.57136152,1262.82382232,3090.86958777,4353.69341009,1894.2357334800001,2060.57972518,3954.8154586600003,2525.64764464,1030.28986259,3555.93750723,3722.2814989300005,3323.4035475,2924.52559607
2857786,736.69568919,997.60113709,561,736.69568919,3990.40454836,4727.10023755,1473.39137838,2992.8034112699997,4466.19478965,2210.0870675700003,1995.20227418,4205.28934175,2946.78275676,997.60113709,3944.3838938500003,3729.4991004599997,3468.59365256,3207.6882046600003
518266,595.35452841,1084.64851673,562,595.35452841,4338.59406692,4933.94859533,1190.70905682,3253.94555019,4444.65460701,1786.0635852299997,2169.29703346,3955.3606186899997,2381.41811364,1084.64851673,3466.06663037,3849.3000786000002,3360.0060902799996,2870.71210196
3500585,759.21365291,815.4721272,563,759.21365291,3261.8885088,4021.10216171,1518.42730582,2446.4163816,3964.8436874199997,2277.64095873,1630.9442544,3908.58521313,3036.85461164,815.4721272,3852.32673884,3205.63003451,3149.37156022,3093.11308593
1143534,663.90297464,1351.80877311,564,663.90297464,5407.23509244,6071.13806708,1327.80594928,4055.42631933,5383.23226861,1991.70892392,2703.61754622,4695.32647014,2655.61189856,1351.80877311,4007.42067167,4719.3292939699995,4031.4234955,3343.51769703
2164041,709.82424914,856.19168431,565,709.82424914,3424.76673724,4134.59098638,1419.64849828,2568.5750529300003,3988.2235512100006,2129.47274742,1712.38336862,3841.85611604,2839.29699656,856.19168431,3695.4886808700003,3278.3993020700004,3132.0318669,2985.6644317299997
4680955,797.73520585,1011.61476416,566,797.73520585,4046.45905664,4844.19426249,1595.4704117,3034.84429248,4630.31470418,2393.20561755,2023.22952832,4416.43514587,3190.9408234,1011.61476416,4202.55558756,3832.57949833,3618.69994002,3404.82038171
2707793,730.69224573,899.55199861,567,730.69224573,3598.20799444,4328.90024017,1461.38449146,2698.6559958300004,4160.04048729,2192.07673719,1799.10399722,3991.1807344100002,2922.76898292,899.55199861,3822.3209815299997,3429.34824156,3260.48848868,3091.6287358
3074336,744.6988648,793.47953452,568,744.6988648,3173.91813808,3918.61700288,1489.3977296,2380.43860356,3869.8363331600003,2234.0965944,1586.95906904,3821.05566344,2978.7954592,793.47953452,3772.27499372,3125.13746836,3076.3567986400003,3027.57612892
649333,614.33092586,769.41865269,569,614.33092586,3077.67461076,3692.0055366200004,1228.66185172,2308.25595807,3536.91780979,1842.99277758,1538.83730538,3381.8300829600003,2457.32370344,769.41865269,3226.74235613,2922.58688393,2767.4991571,2612.41143027
320445,559.35432567,630.43265609,570,559.35432567,2521.73062436,3081.08495003,1118.70865134,1891.2979682700002,3010.00661961,1678.06297701,1260.86531218,2938.92828919,2237.41730268,630.43265609,2867.84995877,2450.65229394,2379.57396352,2308.4956331
244574,542.32800837,1299.2922331,571,542.32800837,5197.1689324,5739.49694077,1084.65601674,3897.8766993,4982.53271604,1626.98402511,2598.5844662,4225.568491309999,2169.31203348,1299.2922331,3468.60426658,4440.20470767,3683.24048294,2926.27625821
4865506,799.48371698,1044.96228771,572,799.48371698,4179.84915084,4979.3328678200005,1598.96743396,3134.88686313,4733.85429709,2398.45115094,2089.92457542,4488.37572636,3197.93486792,1044.96228771,4242.89715563,3934.3705801100004,3688.89200938,3443.41343865
2708180,730.69224573,958.23266509,573,730.69224573,3832.93066036,4563.62290609,1461.38449146,2874.69799527,4336.08248673,2192.07673719,1916.46533018,4108.54206737,2922.76898292,958.23266509,3881.00164801,3605.390241,3377.84982164,3150.30940228
4861064,799.44742898,1071.97286377,574,799.44742898,4287.89145508,5087.33888406,1598.89485796,3215.91859131,4814.81344927,2398.34228694,2143.94572754,4542.28801448,3197.78971592,1071.97286377,4269.76257969,4015.36602029,3742.8405855,3470.31515071
7164798,1030.28986259,1331.79751358,575,1030.28986259,5327.19005432,6357.47991691,2060.57972518,3995.39254074,6055.97226592,3090.86958777,2663.59502716,5754.464614930001,4121.15945036,1331.79751358,5452.95696394,5025.68240333,4724.17475234,4422.66710135
323306,559.35432567,1011.94837119,576,559.35432567,4047.79348476,4607.14781043,1118.70865134,3035.8451135699997,4154.55376491,1678.06297701,2023.89674238,3701.95971939,2237.41730268,1011.94837119,3249.36567387,3595.1994392399997,3142.60539372,2690.0113481999997
1749392,696.40407012,748.95326413,577,696.40407012,2995.81305652,3692.21712664,1392.80814024,2246.8597923899997,3639.66793263,2089.21221036,1497.90652826,3587.11873862,2785.61628048,748.95326413,3534.56954461,2943.26386251,2890.7146685,2838.1654744899997
2031139,705.75505983,1021.2882299,578,705.75505983,4085.1529196,4790.9079794300005,1411.51011966,3063.8646897,4475.37480936,2117.2651794900003,2042.5764598,4159.84163929,2823.02023932,1021.2882299,3844.30846922,3769.61974953,3454.0865794600004,3138.5534093900005
2328286,715.95928161,859.50288756,579,715.95928161,3438.01155024,4153.97083185,1431.91856322,2578.50866268,4010.4272259,2147.87784483,1719.00577512,3866.88361995,2863.83712644,859.50288756,3723.340014,3294.4679442899997,3150.92433834,3007.38073239
41713,517.34791846,1058.30064272,580,517.34791846,4233.20257088,4750.55048934,1034.69583692,3174.9019281600004,4209.5977650800005,1552.0437553799998,2116.60128544,3668.64504082,2069.39167384,1058.30064272,3127.69231656,3692.2498466200004,3151.29712236,2610.3443981
2796969,733.69182896,969.32896994,581,733.69182896,3877.31587976,4611.00770872,1467.38365792,2907.9869098199997,4375.370567739999,2201.07548688,1938.65793988,4139.73342676,2934.76731584,969.32896994,3904.0962857799996,3641.6787387799995,3406.0415978,3170.4044568199997
5230369,807.49868159,1220.38551009,582,807.49868159,4881.54204036,5689.04072195,1614.99736318,3661.15653027,5276.15389345,2422.49604477,2440.77102018,4863.26706495,3229.99472636,1220.38551009,4450.380236450001,4468.65521186,4055.7683833600004,3642.88155486
3042345,743.96958575,840.16024408,583,743.96958575,3360.64097632,4104.61056207,1487.9391715,2520.48073224,4008.4199037400003,2231.90875725,1680.32048816,3912.2292454099997,2975.878343,840.16024408,3816.03858708,3264.4503179900003,3168.2596596599997,3072.06900133
6300686,890.78414895,891.535968,584,890.78414895,3566.143872,4456.92802095,1781.5682979,2674.607904,4456.1762019,2672.35244685,1783.071936,4455.42438285,3563.1365958,891.535968,4454.6725638,3565.39205295,3564.6402339,3563.88841485
236559,542.29196236,1082.31955056,585,542.29196236,4329.27820224,4871.5701646,1084.58392472,3246.95865168,4331.5425764,1626.8758870799998,2164.63910112,3791.5149881999996,2169.16784944,1082.31955056,3251.4874,3789.25061404,3249.2230258399995,2709.19543764
2296299,714.95639853,860.17275461,586,714.95639853,3440.69101844,4155.6474169699995,1429.91279706,2580.51826383,4010.4310608899996,2144.86919559,1720.34550922,3865.2147048099996,2859.82559412,860.17275461,3719.99834873,3295.47466236,3150.25830628,3005.0419502
5836893,854.44574417,884.86905849,587,854.44574417,3539.47623396,4393.92197813,1708.89148834,2654.60717547,4363.49866381,2563.33723251,1769.73811698,4333.07534949,3417.78297668,884.86905849,4302.65203517,3509.0529196400003,3478.6296053200003,3448.206291
5351357,816.47514528,921.06178325,588,816.47514528,3684.247133,4500.72227828,1632.95029056,2763.1853497499997,4396.13564031,2449.42543584,1842.1235665,4291.54900234,3265.90058112,921.06178325,4186.96236437,3579.6604950299998,3475.0738570599997,3370.4872190899996
6710836,935.89531739,965.82455967,589,935.89531739,3863.29823868,4799.19355607,1871.79063478,2897.47367901,4769.2643137899995,2807.68595217,1931.64911934,4739.33507151,3743.58126956,965.82455967,4709.40582923,3833.3689964,3803.4397541199996,3773.5105118399997
5332549,815.4721272,861.86384474,590,815.4721272,3447.45537896,4262.92750616,1630.9442544,2585.59153422,4216.53578862,2446.4163816,1723.72768948,4170.14407108,3261.8885088,861.86384474,4123.7523535400005,3401.0636614200002,3354.67194388,3308.28022634
5351425,816.47514528,930.04733194,591,816.47514528,3720.18932776,4536.66447304,1632.95029056,2790.1419958200004,4423.092286380001,2449.42543584,1860.09466388,4309.52009972,3265.90058112,930.04733194,4195.94791306,3606.6171411000005,3493.04495444,3379.47276778
3902613,773.97075304,916.22434389,592,773.97075304,3664.89737556,4438.8681286,1547.94150608,2748.67303167,4296.61453775,2321.91225912,1832.44868778,4154.3609469,3095.88301216,916.22434389,4012.10735605,3522.64378471,3380.39019386,3238.13660301
91691,525.32160107,1084.64851673,593,525.32160107,4338.59406692,4863.91566799,1050.64320214,3253.94555019,4304.588752330001,1575.9648032100001,2169.29703346,3745.26183667,2101.28640428,1084.64851673,3185.93492101,3779.26715126,3219.9402356,2660.61331994
517147,595.35452841,868.48787124,594,595.35452841,3473.95148496,4069.30601337,1190.70905682,2605.46361372,3796.1726705399997,1786.0635852299997,1736.97574248,3523.0393277099997,2381.41811364,868.48787124,3249.90598488,3200.81814213,2927.6847993,2654.5514564699997
484459,592.36937318,997.93548112,595,592.36937318,3991.74192448,4584.11129766,1184.73874636,2993.80644336,4178.54518972,1777.1081195400002,1995.87096224,3772.9790817800003,2369.47749272,997.93548112,3367.41297384,3586.1758165399997,3180.6097086,2775.0436006600003
4052453,780.22354351,922.89731539,596,780.22354351,3691.58926156,4471.81280507,1560.44708702,2768.69194617,4329.13903319,2340.67063053,1845.79463078,4186.46526131,3120.89417404,922.89731539,4043.79148943,3548.91548968,3406.2417178,3263.56794592
2227500,712.17738332,737.69816027,597,712.17738332,2950.79264108,3662.9700244,1424.35476664,2213.0944808100003,3637.4492474500003,2136.53214996,1475.39632054,3611.9284705,2848.70953328,737.69816027,3586.4076935499997,2925.2718641300003,2899.75108718,2874.23031023
5636987,839.75151305,988.59783441,598,839.75151305,3954.39133764,4794.14285069,1679.5030261,2965.79350323,4645.29652933,2519.25453915,1977.19566882,4496.45020797,3359.0060522,988.59783441,4347.60388661,3805.5450162800003,3656.69869492,3507.8523735599997
6386363,899.55199861,914.54116676,599,899.55199861,3658.16466704,4557.71666565,1799.10399722,2743.62350028,4542.7274975,2698.6559958300004,1829.08233352,4527.738329350001,3598.20799444,914.54116676,4512.7491612,3643.17549889,3628.18633074,3613.1971625900005
3507287,759.45406193,973.92171729,600,759.45406193,3895.68686916,4655.14093109,1518.90812386,2921.76515187,4440.67327573,2278.36218579,1947.84343458,4226.205620369999,3037.81624772,973.92171729,4011.7379650099997,3681.2192138,3466.75155844,3252.2839030799996
121928,528.3503613,977.90413459,601,528.3503613,3911.61653836,4439.96689966,1056.7007226,2933.71240377,3990.41312637,1585.0510839,1955.80826918,3540.85935308,2113.4014452,977.90413459,3091.30557979,3462.06276507,3012.50899178,2562.9552184900003
6223803,883.20078337,1142.68239616,602,883.20078337,4570.72958464,5453.93036801,1766.40156674,3428.04718848,5194.44875522,2649.60235011,2285.36479232,4934.9671424299995,3532.80313348,1142.68239616,4675.48552964,4311.24797185,4051.76635906,3792.28474627
3874310,773.21861798,1168.69722114,603,773.21861798,4674.78888456,5448.00750254,1546.43723596,3506.0916634200003,5052.52889938,2319.65585394,2337.39444228,4657.05029622,3092.87447192,1168.69722114,4261.57169306,4279.3102814,3883.8316782399997,3488.35307508
3767821,769.21502767,815.4918252,604,769.21502767,3261.9673008,4031.18232847,1538.43005534,2446.4754756,3984.90553094,2307.6450830100002,1630.9836504,3938.62873341,3076.86011068,815.4918252,3892.3519358800004,3215.69050327,3169.4137057400003,3123.13690821
2969069,741.20067154,1014.61406839,605,741.20067154,4058.45627356,4799.6569451000005,1482.40134308,3043.84220517,4526.2435482500005,2223.60201462,2029.22813678,4252.8301513999995,2964.80268616,1014.61406839,3979.4167545500004,3785.04287671,3511.62947986,3238.21608301
5966679,862.26614277,944.56179905,606,862.26614277,3778.2471962,4640.51333897,1724.53228554,2833.68539715,4558.2176826899995,2586.79842831,1889.1235981,4475.92202641,3449.06457108,944.56179905,4393.6263701299995,3695.95153992,3613.65588364,3531.36022736
417079,572.32009365,970.08117199,607,572.32009365,3880.32468796,4452.64478161,1144.6401873,2910.24351597,4054.88370327,1716.96028095,1940.16234398,3657.12262493,2289.2803746,970.08117199,3259.36154659,3482.5636096199996,3084.80253128,2687.04145294
5327321,814.98432016,1014.61406839,608,814.98432016,4058.45627356,4873.44059372,1629.96864032,3043.84220517,4673.81084549,2444.95296048,2029.22813678,4474.18109726,3259.93728064,1014.61406839,4274.55134903,3858.82652533,3659.1967771,3459.5670288700003
3505730,759.45406193,787.9752001,609,759.45406193,3151.9008004,3911.3548623300003,1518.90812386,2363.9256003,3882.83372416,2278.36218579,1575.9504002,3854.31258599,3037.81624772,787.9752001,3825.79144782,3123.37966223,3094.85852406,3066.33738589
3081323,744.78698481,914.54116676,610,744.78698481,3658.16466704,4402.95165185,1489.57396962,2743.62350028,4233.1974699,2234.36095443,1829.08233352,4063.44328795,2979.14793924,914.54116676,3893.6891060000003,3488.41048509,3318.65630314,3148.9021211900003
7166711,1030.95842364,1154.69435108,611,1030.95842364,4618.77740432,5649.735827959999,2061.91684728,3464.0830532399996,5525.99990052,3092.8752709200003,2309.38870216,5402.26397308,4123.83369456,1154.69435108,5278.5280456400005,4495.04147688,4371.30554944,4247.569622
4484774,793.47953452,922.80845939,612,793.47953452,3691.23383756,4484.71337208,1586.95906904,2768.42537817,4355.38444721,2380.43860356,1845.61691878,4226.055522340001,3173.91813808,922.80845939,4096.72659747,3561.90491269,3432.57598782,3303.2470629500003
4728189,798.23661189,1194.22152109,613,798.23661189,4776.88608436,5575.1226962499995,1596.47322378,3582.6645632699997,5179.13778705,2394.70983567,2388.44304218,4783.15287785,3192.94644756,1194.22152109,4387.167968649999,4380.901175159999,3984.9162659599997,3588.9313567599997
7277560,1082.98719361,1411.85092669,614,1082.98719361,5647.40370676,6730.39090037,2165.97438722,4235.55278007,6401.52716729,3248.9615808300005,2823.70185338,6072.663434210001,4331.94877444,1411.85092669,5743.79970113,5318.53997368,4989.6762406,4660.8125075200005
3709078,766.72136648,965.57389265,615,766.72136648,3862.2955706,4629.0169370799995,1533.44273296,2896.72167795,4430.16441091,2300.16409944,1931.1477853,4231.31188474,3066.88546592,965.57389265,4032.45935857,3663.44304443,3464.59051826,3265.73799209
1297808,670.35039313,991.92786566,616,670.35039313,3967.71146264,4638.06185577,1340.70078626,2975.78359698,4316.48438324,2011.05117939,1983.85573132,3994.90691071,2681.40157252,991.92786566,3673.32943818,3646.13399011,3324.55651758,3002.97904505
2984617,741.45195755,1262.26669728,617,741.45195755,5049.06678912,5790.51874667,1482.9039151,3786.8000918400003,5269.70400694,2224.35587265,2524.53339456,4748.88926721,2965.8078302,1262.26669728,4228.07452748,4528.25204939,4007.43730966,3486.6225699300003
6708991,935.55935636,1126.34310691,618,935.55935636,4505.37242764,5440.931784,1871.11871272,3379.02932073,5250.14803345,2806.67806908,2252.68621382,5059.3642829,3742.23742544,1126.34310691,4868.58053235,4314.58867709,4123.80492654,3933.0211759900003
2464516,720.75981698,831.52215643,619,720.75981698,3326.08862572,4046.8484427,1441.51963396,2494.56646929,3936.0861032499997,2162.27945094,1663.04431286,3825.3237638,2883.03926792,831.52215643,3714.56142435,3215.32628627,3104.5639468199997,2993.80160737
4866019,799.48371698,1254.75707471,620,799.48371698,5019.02829884,5818.512015820001,1598.96743396,3764.2712241300005,5363.23865809,2398.45115094,2509.51414942,4907.96530036,3197.93486792,1254.75707471,4452.69194263,4563.754941110001,4108.48158338,3653.20822565
6159731,879.02032005,892.19044005,621,879.02032005,3568.7617602,4447.78208025,1758.0406401,2676.5713201500002,4434.61196025,2637.06096015,1784.3808801,4421.44184025,3516.0812802,892.19044005,4408.27172025,3555.5916402000003,3542.4215202,3529.2514002
3776272,769.41865269,862.26614277,622,769.41865269,3449.06457108,4218.48322377,1538.83730538,2586.79842831,4125.63573369,2308.25595807,1724.53228554,4032.78824361,3077.67461076,862.26614277,3939.94075353,3356.217081,3263.36959092,3170.52210084
4681199,797.73520585,1083.32126463,623,797.73520585,4333.28505852,5131.02026437,1595.4704117,3249.9637938900005,4845.434205590001,2393.20561755,2166.64252926,4559.84814681,3190.9408234,1083.32126463,4274.26208803,4047.6989997400005,3762.1129409600003,3476.52688218
3685321,765.96842943,1263.41986837,624,765.96842943,5053.67947348,5819.647902909999,1531.93685886,3790.25960511,5322.19646397,2297.90528829,2526.83973674,4824.74502503,3063.87371772,1263.41986837,4327.29358609,4556.2280345399995,4058.7765956,3561.32515666
5481401,826.83128507,862.01569175,625,826.83128507,3448.062767,4274.89405207,1653.66257014,2586.04707525,4239.70964539,2480.49385521,1724.0313835,4204.52523871,3307.32514028,862.01569175,4169.3408320300005,3412.87836032,3377.69395364,3342.50954696
3005941,742.44277263,772.96790396,626,742.44277263,3091.87161584,3834.31438847,1484.88554526,2318.9037118799997,3803.78925714,2227.32831789,1545.93580792,3773.26412581,2969.77109052,772.96790396,3742.73899448,3061.3464845099998,3030.82135318,3000.29622185
